gbifID,filename,species,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56,x57,y57,x58,y58,x59,y59,x60,y60,x61,y61,x62,y62,x63,y63,x64,y64,x65,y65,x66,y66,x67,y67,x68,y68,x69,y69,x70,y70,x71,y71,x72,y72,x73,y73,x74,y74,x75,y75,x76,y76,x77,y77,x78,y78,x79,y79,x80,y80,x81,y81,x82,y82,x83,y83,x84,y84,x85,y85,x86,y86,x87,y87,x88,y88,x89,y89,x90,y90,x91,y91,x92,y92,x93,y93,x94,y94,x95,y95,x96,y96,x97,y97,x98,y98,x99,y99,x100,y100,x101,y101,x102,y102,x103,y103,x104,y104,x105,y105,x106,y106,x107,y107,x108,y108,x109,y109,x110,y110,x111,y111,x112,y112,x113,y113,x114,y114,x115,y115,x116,y116,x117,y117,x118,y118,x119,y119,x120,y120
1039037014,cutted_butterfly_white_bg_0_1039037014_0_default.jpg,Papilio aristodemus,618.0,593.0,647.7312,619.0,674.327,654.327,697.7228,693.7228,716.0,736.6529,728.9077,777.9077,741.475,818.475,764.8707,859.8707,806.0975,875.9025,833.0,909.1792,868.3246,933.0,910.1269,916.0,948.1926,941.1926,966.0,911.6827,1006.7917,897.2083,1046.7733,920.7733,1081.239,945.0,1124.2008,952.7992,1100.4035,922.5965,1068.0077,893.0077,1027.9049,867.9049,997.5594,840.5594,1005.4222,799.5778,1028.0105,767.0105,1002.9579,731.9579,1015.0,690.5524,1019.0,649.1643,1013.0,610.362,1004.0,567.4886,976.0,538.0,976.0,538.0,1003.0161,510.9839,1029.3962,479.6038,1046.0,443.5884,1061.0,406.9087,1064.0,368.9153,1072.0,330.1646,1081.0,291.828,1087.0,252.2489,1100.0,215.5692,1116.0279,180.9721,1120.0,140.553,1107.0,103.0449,1077.6014,81.6014,1036.7274,76.7274,996.4392,79.5608,958.6987,92.0,922.8922,108.8922,893.4618,124.5382,860.7386,146.2614,828.3585,171.6415,800.3926,200.6074,773.0,226.9824,746.9253,259.0747,724.0,291.3001,703.3575,323.6425,682.0987,354.9013,662.0,389.4691,644.7735,425.2265,628.0,460.0,554.0,465.0,532.3714,434.3714,516.7427,397.7427,497.0,360.5756,475.0,326.586,451.1289,291.1289,427.1363,255.1363,399.6082,220.6082,369.6658,187.6658,338.0164,158.0164,307.6096,131.6096,274.7009,107.0,240.2972,86.0,202.1673,67.1673,160.9026,55.9026,121.3164,50.0,78.6995,56.0,55.502,86.498,50.0053,126.0053,56.0,166.9676,68.0,207.0993,80.0,244.4025,88.3777,284.3777,88.1069,327.1069,98.5071,367.4929,107.7575,407.7575,119.0,446.7888,143.2574,479.2574,173.0,509.3536,210.0,530.0,210.0,530.0,190.5614,565.5614,162.7056,587.2944,155.0,626.6245,144.0,664.59,152.6857,702.6857,166.9245,738.0755,140.9991,774.0009,151.3907,803.3907,173.0,836.8612,153.8296,874.1704,120.6114,896.3886,103.8998,922.8998,141.9967,924.9967,179.2652,907.7348,209.8266,922.1734,232.9738,944.0262,267.121,933.121,303.0966,945.9034,326.0,912.9689,356.9976,889.0024,399.1043,884.0,419.0,847.7586,431.0,805.722,438.0,762.4428,451.0,719.992,468.5168,686.4832,494.8564,650.1436,517.0,615.7229,548.0,590.0
1039081196,cutted_butterfly_white_bg_0_1039081196_0_default.jpg,Papilio aristodemus,668.0,609.0,707.5549,625.5549,737.0,658.5991,761.1709,694.1709,786.6254,734.6254,806.5443,776.5443,821.5134,820.5134,839.0,862.8541,864.6441,902.6441,909.6957,903.0,939.0,934.9953,977.7942,943.2058,1021.3492,927.3492,1060.9752,951.9752,1076.6515,918.3485,1122.5345,916.0,1162.004,935.004,1204.6803,940.3197,1193.3953,909.0,1151.0677,888.0677,1111.4417,863.4417,1085.0,833.1536,1103.689,795.311,1103.0,761.7261,1087.4055,722.5945,1108.7386,687.2614,1090.7567,646.7567,1088.2853,605.0,1055.9189,571.9189,1033.0,535.0,1033.0,535.0,1068.6266,511.3734,1097.0,479.4705,1113.7583,443.2417,1122.0,406.3135,1128.0,366.4569,1137.0,324.7718,1134.6458,283.3542,1141.0,244.2301,1153.2715,204.7285,1165.0,168.4163,1172.7389,131.7389,1173.0,88.703,1148.9919,58.9919,1105.6466,54.0,1063.1331,59.0,1023.9333,74.0,988.1547,95.8453,956.8861,116.8861,922.9518,144.0482,890.204,171.796,860.5774,201.4226,832.2437,232.7563,807.9101,264.0899,783.9906,299.0094,763.0,332.8993,743.0,367.1996,718.9394,402.0606,698.0,438.8002,678.0,469.0,603.0,460.0,575.0,439.0076,559.0,400.9441,536.9659,363.9659,514.2641,327.2641,494.1482,295.1482,471.0,259.2172,446.6234,226.6234,420.321,195.679,389.6133,166.6133,357.8405,138.8405,326.0247,116.0,292.0,91.0323,258.0399,72.0,220.9764,57.0,180.2561,50.0,137.2221,52.0,103.0,74.1845,99.0,117.8044,103.0,161.4242,115.0,202.5587,130.0257,241.0257,136.0,281.5851,136.1982,320.8018,146.0,362.6827,151.0,404.2314,160.2588,444.2588,180.0,481.601,206.7125,513.7125,239.0,540.0,239.0,540.0,208.8778,578.1222,179.0,615.5171,177.533,661.467,165.7327,704.0,199.7237,696.2763,183.0,739.463,155.5505,776.4495,178.0362,811.0362,164.327,850.673,122.8616,874.1384,87.6182,900.3818,53.0818,922.9182,90.0196,930.9804,132.4849,914.5151,175.8288,909.8288,187.587,948.587,227.4666,929.5334,267.0,936.4894,310.8043,949.0,336.1554,913.8446,381.7773,907.0,417.1362,879.8638,437.1873,835.8127,455.8242,791.1758,474.8753,748.1247,499.4619,706.5381,530.9983,669.0017,561.0,635.4154,598.0,610.0
1053400515,cutted_butterfly_white_bg_0_1053400515_0_default.jpg,Papilio cresphontes,1329.0,1004.0,1376.0629,1076.0629,1417.0,1153.0063,1457.0,1228.9236,1487.0,1312.3973,1514.4443,1394.4443,1547.4864,1477.4864,1606.5493,1535.5493,1657.0,1604.6941,1702.0892,1673.0892,1777.2862,1688.0,1860.5373,1696.5373,1932.6504,1667.3496,2013.5712,1668.5712,2070.5335,1738.5335,2118.2533,1811.2533,2186.3664,1824.6336,2165.0,1747.0792,2108.286,1680.286,2045.2023,1613.2023,2008.0,1535.2977,2062.731,1474.269,2044.0,1390.4925,2083.0635,1323.0635,2086.0717,1247.0717,2098.2632,1163.7368,2078.816,1079.816,2030.3892,1009.3892,1975.1894,942.0,1936.0,884.0,1936.0,884.0,2020.0313,879.0,2096.0,851.979,2152.0,798.2025,2167.615,747.615,2206.4488,682.5512,2245.2197,613.7803,2284.0,545.0134,2328.8325,478.1675,2379.2602,417.7398,2428.8092,359.1908,2485.0,303.4933,2510.0,227.261,2453.9282,180.0,2379.1101,159.0,2297.1498,149.0,2216.427,146.573,2132.4048,147.5952,2050.7258,168.2742,1976.6118,194.3882,1902.4978,228.5022,1828.2624,263.7376,1758.6631,307.3369,1690.2857,356.7143,1626.494,413.506,1564.1668,469.8332,1502.0,528.8127,1444.0,592.6897,1392.9633,660.0367,1342.0,728.0,1220.0,722.0,1168.3778,674.3778,1118.0485,601.0485,1059.4766,533.4766,998.3691,466.3691,937.2616,403.2616,870.5683,342.5683,801.168,284.168,733.4244,237.4244,665.2165,193.2165,592.7866,153.7866,514.8478,116.0,435.655,84.655,352.9531,61.0469,265.3847,51.0,176.593,56.0,91.5294,76.0,50.0,138.9069,72.8787,218.8787,119.0,287.1226,170.0018,351.0018,218.9671,416.0329,257.0,483.9045,296.8978,551.8978,330.9134,618.9134,362.6864,695.6864,393.9948,764.9948,464.5295,815.0,542.2795,839.0,629.0,849.0,629.0,849.0,574.2188,906.7812,516.0,966.7953,461.4849,1031.5151,425.8612,1106.8612,439.6419,1190.3581,432.8048,1272.8048,472.7988,1342.2012,450.0,1418.0166,498.9852,1485.0148,470.932,1564.068,423.0,1632.4435,383.0,1710.3473,369.6211,1796.6211,427.2602,1764.7398,453.0,1681.172,500.8311,1610.1689,568.5204,1641.5204,635.5686,1643.0,710.0411,1653.0411,781.337,1634.663,837.9969,1566.0031,897.8283,1512.1717,958.0,1455.996,992.9348,1377.0652,1024.5027,1294.4973,1063.0,1214.7995,1108.1448,1137.8552,1155.3805,1062.0,1213.0,1008.0
1053400534,cutted_butterfly_white_bg_0_1053400534_0_default.jpg,Papilio glaucus,1096.0,1113.0,1129.0033,1189.0033,1169.8351,1268.8351,1215.0,1345.4578,1258.5697,1423.5697,1299.0,1497.9109,1335.2333,1576.2333,1375.3077,1649.3077,1439.5034,1699.5034,1470.2641,1781.2641,1552.1964,1795.8036,1633.2824,1800.0,1705.3877,1759.0,1790.1353,1771.1353,1867.6742,1812.6742,1942.8871,1859.0,1992.765,1866.0,1923.1026,1817.1026,1854.0,1756.5962,1795.4476,1686.4476,1792.8486,1606.1514,1830.2159,1532.7841,1822.0,1451.5478,1862.0,1371.3715,1851.0,1284.1536,1874.7621,1202.7621,1838.0,1128.3157,1799.3915,1050.3915,1735.6602,989.6602,1677.0,940.0,1677.0,940.0,1753.5807,931.0,1827.0136,908.9864,1887.2943,861.7057,1925.0,795.7017,1956.0,725.5058,1972.5831,651.5831,1981.0,587.7292,1981.0,506.249,1985.0,425.5972,1996.0,345.3597,2008.0,266.9506,2016.0,186.2989,1997.6083,113.6083,1925.0075,87.0,1841.8705,89.0,1770.5983,111.4017,1703.5603,147.4397,1639.3955,189.0,1575.4635,238.5365,1516.5722,292.0,1462.0,343.1678,1407.9438,400.0562,1351.2992,454.7008,1300.6043,514.3957,1250.6165,572.3835,1203.0,635.3534,1158.5908,697.4092,1119.6741,766.3259,1087.0,837.0,965.0,810.0,923.7121,752.7121,883.0,685.6709,842.4083,625.4083,797.9279,565.9279,750.6192,503.6192,702.1388,448.1388,652.9012,393.9012,598.0569,333.0569,541.0,274.8864,481.0754,219.0754,420.1808,167.1808,354.5289,126.5289,287.9977,86.0,214.7312,63.7312,138.1711,50.0,64.0965,72.9035,50.0,144.7266,58.8814,221.8814,70.0,301.7664,79.0,381.7005,79.0,466.191,77.0,540.8825,85.0,622.0593,95.3593,698.3593,121.2833,769.2833,154.0357,841.0357,210.1018,896.1018,282.6933,920.0,346.0,947.0,346.0,947.0,275.2588,999.7412,217.9821,1062.0179,189.0399,1138.9601,157.0,1212.9624,188.0,1292.4664,178.0,1377.0121,214.0,1450.7882,209.0,1538.5765,253.0,1605.7669,254.0,1686.0993,201.8957,1753.1043,141.0,1813.5389,73.8275,1865.1725,111.5289,1869.4711,178.4417,1824.5583,250.9402,1777.9402,330.319,1753.0,398.1678,1797.1678,474.9129,1780.0,556.9022,1795.0,594.0,1721.5938,646.0787,1658.9213,695.8701,1589.8701,727.0,1514.9222,757.0,1435.004,798.0,1362.2279,843.0,1288.2802,884.0,1212.6756,924.0,1143.0
1060843547,cutted_butterfly_white_bg_0_1060843547_0_default.jpg,Papilio polytes,962.0,857.0,1000.9023,898.9023,1037.4614,946.4614,1069.0,993.2718,1099.3874,1043.3874,1135.0,1091.3386,1165.0,1138.7862,1193.0,1187.8906,1224.0,1235.9951,1264.4344,1278.4344,1316.2656,1303.2656,1356.8247,1346.8247,1414.0698,1354.0,1461.6588,1320.3412,1516.126,1303.874,1556.9395,1268.0,1604.1022,1304.1022,1656.7342,1325.0,1677.7709,1280.7709,1638.9899,1243.9899,1591.9663,1212.9663,1585.8649,1162.1351,1621.2328,1122.2328,1602.9371,1067.9371,1623.8941,1016.1059,1609.0,964.1458,1607.0,906.4139,1576.8046,856.8046,1537.0475,814.9525,1512.0,764.0,1512.0,764.0,1563.5729,731.4271,1599.1458,684.8542,1625.3547,628.6453,1654.0,576.8598,1674.3583,517.6417,1692.0,464.612,1705.1696,403.8304,1720.0,342.3226,1745.0,285.0271,1764.0,228.0748,1777.0,166.6372,1768.5553,105.5553,1721.6895,68.6895,1665.1944,52.0,1599.6147,53.0,1535.6918,60.0,1475.911,79.0,1422.1926,105.8074,1370.034,134.966,1315.754,166.754,1267.9887,205.0113,1219.6376,247.3624,1171.9937,290.0063,1126.6929,338.3071,1085.9276,389.0724,1051.5263,440.4737,1023.0,494.8943,996.7445,550.2555,966.0,594.0,869.0,596.0,840.0,541.6954,816.0,485.3197,781.0,436.4293,740.7745,386.7745,702.0738,339.0738,652.8376,297.8376,607.0221,258.0,559.1936,216.1936,510.0788,178.0788,459.6207,146.6207,406.284,115.284,356.7758,89.7758,301.893,69.0,240.1325,58.0,177.5437,53.0,115.369,63.0,65.6313,97.3687,51.0,156.7966,63.0,215.3144,84.0,272.3469,108.0,325.3083,125.0,383.7551,137.0,444.2729,159.0,500.6486,175.3603,559.3603,202.0,606.1573,227.0839,662.0839,265.9562,709.9562,314.0,745.0,314.0,745.0,296.3266,802.6734,260.8039,841.1961,227.0,889.845,226.1433,947.8567,204.0,1000.8503,230.8258,1049.1742,207.0,1104.2992,240.6632,1146.6632,240.0,1199.405,189.898,1233.102,138.0,1264.2976,138.955,1316.955,195.0,1310.1113,242.2724,1275.7276,296.4311,1276.4311,338.0058,1312.0,388.7486,1334.7486,444.3718,1352.6282,494.3087,1317.6913,547.2468,1290.0,595.4545,1256.5455,627.9772,1205.0228,656.9644,1152.0356,689.78,1101.22,724.7169,1051.2831,758.0,1000.0754,797.8333,952.1667,832.8915,905.1085,872.0,861.0
1060843565,cutted_butterfly_white_bg_0_1060843565_0_default.jpg,Papilio polytes,1280.0,1029.0,1324.268,1092.268,1361.5862,1163.5862,1393.2476,1237.2476,1423.0,1311.6997,1449.9135,1385.9135,1474.0,1462.7126,1496.2657,1540.2657,1531.7556,1607.7556,1587.5591,1657.5591,1613.5636,1733.5636,1675.0045,1782.0,1754.5224,1767.5224,1827.5736,1783.0,1894.8521,1745.0,1947.2345,1804.2345,2020.0172,1815.9828,2023.0,1736.2413,1986.8547,1665.1453,1975.809,1593.191,2034.0,1541.6485,2018.0,1463.1568,2063.2576,1404.7424,2064.0,1332.2151,2070.4382,1255.5618,2051.4359,1180.4359,2010.5821,1110.5821,1962.8999,1045.8999,1900.8538,991.8538,1850.0,942.0,1850.0,942.0,1936.4836,911.5164,2011.1595,865.8405,2064.0,788.6174,2107.9041,709.0,2130.0,680.2618,2151.0,624.4774,2188.0,546.1073,2205.1357,510.8643,2254.0,432.5801,2301.0,381.6658,2349.9834,304.0166,2379.0,216.3397,2382.0,124.5136,2312.1517,70.1517,2223.2169,51.0,2127.663,55.0,2037.0796,75.0,1950.1585,105.8415,1869.0683,143.9317,1790.8686,189.0,1712.0387,237.9613,1640.3922,290.6078,1564.6243,348.3757,1497.6139,413.3861,1438.0,487.8036,1387.735,565.265,1345.1093,645.8907,1307.312,725.688,1276.0,811.0,1168.0,749.0,1120.4536,682.4536,1079.0,605.8689,1037.3609,529.3609,986.9862,459.9862,922.3687,398.3687,854.6803,339.6803,784.4026,283.0,711.7721,232.0,635.9285,181.9285,560.7831,137.0,479.1109,101.0,397.26,72.26,306.5829,60.0,214.5554,61.0,128.1809,78.8191,57.0487,128.9513,55.092,219.092,86.0318,302.0318,125.7497,376.7497,180.0,443.5902,230.9637,512.9637,238.9752,533.9752,257.0859,597.0859,299.218,676.218,347.0,746.1814,388.9675,815.9675,447.9992,883.9992,524.8426,922.0,609.0,950.0,609.0,950.0,551.6785,998.3215,489.6499,1050.3501,444.5711,1114.4289,400.9567,1180.0433,371.0,1254.1433,386.4975,1330.5025,378.0,1406.8637,433.0,1461.2179,422.0,1543.17,475.2493,1598.2493,465.9856,1672.0144,422.0,1739.7177,431.7997,1812.0,503.7449,1804.2551,557.8512,1751.0,623.2053,1791.0,703.0611,1777.0611,780.139,1791.0,832.0,1733.5069,866.6493,1661.3507,929.1927,1622.8073,965.0,1551.1308,979.0,1470.4213,991.9109,1390.0891,1019.2618,1315.7382,1052.0,1242.7903,1088.0,1171.7793,1125.4032,1101.0,1172.0,1040.0
1099993592,cutted_butterfly_white_bg_0_1099993592_0_default.jpg,Parides eurimedes,834.0,724.0,850.0,750.3066,866.3123,779.3123,883.2363,805.2363,900.5469,833.4531,919.7912,858.7912,941.0,882.3545,966.4185,905.0,991.0483,925.0483,1018.6793,944.6793,1047.6816,961.0,1080.5445,964.0,1112.5791,955.0,1142.9694,955.9694,1171.3345,967.0,1200.5036,954.4964,1225.1849,934.8151,1258.1244,930.0,1276.4764,905.5236,1301.3946,889.0,1324.6966,871.6966,1319.7923,839.2077,1333.8878,810.1122,1329.0,778.1241,1319.0,748.989,1324.618,716.382,1314.9434,684.9434,1292.4839,662.4839,1268.8529,638.8529,1263.0,610.0,1263.0,610.0,1311.6678,592.3322,1352.1848,557.8152,1375.5094,511.4906,1394.5914,463.4086,1412.2592,414.7408,1432.7554,367.2446,1448.0,318.9874,1466.0,270.4572,1481.9303,221.0697,1501.0,172.9827,1512.0,122.3814,1499.4304,72.4304,1452.9069,51.0,1397.7493,51.0,1348.5189,60.4811,1300.8512,77.1488,1254.2336,99.7664,1210.9593,125.0407,1169.8565,158.1435,1131.3394,190.6606,1091.5798,228.4202,1053.0888,265.0,1018.3031,301.6969,979.2506,339.7494,945.3193,381.6807,917.7521,426.2479,890.8919,471.1081,866.8602,517.1398,840.0,554.0,749.0,547.0,721.0,510.0912,696.0,467.2535,668.5869,422.5869,642.5069,380.0,603.3519,350.3519,564.1452,314.0,526.8534,283.8534,487.6042,251.6042,446.355,217.355,403.52,185.52,360.8976,160.0,313.9921,137.9921,267.8373,121.0,216.3722,110.0,162.884,106.116,110.1282,114.0,63.1551,135.8449,51.0,186.0031,65.2809,235.2809,89.0,281.4776,106.3235,330.3235,127.6732,376.6732,147.0,421.8609,167.13,468.13,187.0,515.9211,210.294,562.294,240.0076,606.0076,282.1917,638.0,328.0,653.0,328.0,653.0,317.0,683.3812,300.2183,708.7817,273.1706,729.8294,258.194,758.806,264.0,792.0063,266.0,822.8017,256.8707,853.1293,270.2273,881.2273,274.0,911.2884,272.0,942.0837,303.3644,948.0,329.0,960.0887,351.8678,982.8678,385.0937,985.0,414.0,998.6464,445.2702,1005.0,473.8748,989.1252,506.6894,984.0,539.1002,975.8998,566.7337,956.2663,593.6908,935.0,618.1725,916.0,641.4625,891.5375,664.5102,866.4898,683.4366,838.5634,703.0,811.4866,718.0,781.9339,733.0,752.3812,750.0,728.0
1099993603,cutted_butterfly_white_bg_0_1099993603_0_default.jpg,Parides eurimedes,809.0,617.0,822.4233,620.4233,835.0,640.7831,849.3912,660.3912,861.4003,680.4003,871.5307,697.5307,883.954,717.954,896.3773,738.3773,912.3361,757.3361,930.4163,775.4163,949.5305,791.0,971.8487,798.8487,994.908,800.908,1011.1597,813.1597,1027.5819,831.0,1050.2516,830.0,1072.9213,823.0,1096.8336,823.0,1116.5986,810.4014,1132.729,799.271,1157.5457,797.4543,1168.8476,777.1524,1178.0283,755.9717,1191.0,739.1898,1195.0,715.2774,1197.0,690.5367,1205.3367,670.6633,1210.0,647.8541,1201.5949,626.5949,1194.0,607.0,1194.0,607.0,1228.32,582.68,1259.8826,551.1174,1291.031,519.969,1316.7652,484.2348,1343.2065,448.7935,1371.3549,414.6451,1401.9175,382.0825,1431.773,349.227,1458.6285,317.3715,1479.5343,282.4657,1492.0,241.2356,1476.039,202.039,1439.6688,184.6688,1397.4909,174.4909,1352.1291,174.0,1307.5703,178.4297,1265.555,187.0,1223.8004,198.1996,1184.1231,211.0,1143.9594,226.0406,1104.1764,242.0,1067.6529,259.0,1029.2015,275.2015,996.8483,295.0,961.1083,313.8917,928.3741,336.6259,894.0542,360.9458,859.0383,387.0,825.0,414.0,726.0,409.0,690.9595,386.0,655.2356,355.2356,620.0354,330.0354,580.3707,307.3707,540.1701,286.0,499.5769,265.5769,460.6332,248.0,421.0364,232.0,378.6111,216.0,336.1858,200.0,297.0023,187.0023,254.1637,176.0,208.0105,169.0,160.6147,167.0,114.0334,172.9666,71.6824,182.3176,50.5533,221.4467,58.4545,263.4545,73.0,305.0681,97.2483,341.2483,129.1054,377.1054,160.4269,411.4269,190.284,445.284,217.7771,481.7771,250.3413,517.3413,281.0,553.1089,310.1057,590.1057,348.0894,610.0,393.0,618.0,393.0,618.0,388.671,643.329,375.0,665.6168,369.0,691.0821,378.2154,715.2154,382.0,740.7699,382.0,767.892,395.2024,789.2024,410.8953,808.8953,418.0,833.903,443.1391,837.1391,466.7107,845.7107,487.1108,861.1108,512.2077,856.0,537.4759,860.4759,558.8759,869.1241,580.0,854.6097,595.0,833.4582,618.1786,826.0,640.8878,817.8878,655.2193,797.7807,669.0,776.1241,679.6052,755.3948,690.0,731.7499,700.0414,707.9586,711.0,684.5473,719.0,659.9105,727.0,635.2737,735.9639,611.0361,743.0,586.0
1099993760,cutted_butterfly_white_bg_0_1099993760_0_default.jpg,Parides agavus,716.0,778.0,742.627,825.627,759.0,878.1875,778.3453,932.3453,804.922,982.922,835.984,1027.984,868.0,1076.3077,917.9517,1068.0,964.4536,1037.0,986.0,1085.5829,1020.8837,1120.0,1058.2016,1082.2016,1087.0,1127.6154,1116.0,1093.2553,1160.8029,1077.0,1206.4763,1114.0,1245.5201,1158.5201,1294.0659,1188.0,1306.0838,1143.0838,1259.0309,1108.0,1214.5457,1069.5457,1170.241,1029.241,1153.0,975.04,1180.0,930.6386,1172.418,878.582,1200.0,836.3212,1161.6296,797.3704,1152.0,742.1042,1114.5975,700.5975,1073.0,660.0,1073.0,660.0,1122.3211,646.0,1167.9896,632.0104,1188.0,588.5932,1221.7071,553.2929,1241.0,506.1643,1260.7677,460.7677,1273.0,412.0074,1291.0,367.1716,1310.7625,320.2375,1327.2322,274.7678,1340.0,224.9364,1339.0,171.059,1326.8147,123.8147,1291.1526,88.1526,1242.2379,80.0,1191.4767,90.5233,1144.8384,111.0,1101.9308,139.0692,1063.1474,168.8526,1024.1214,200.8786,990.8025,238.1975,954.1907,275.8093,919.4576,316.5424,883.7245,356.2755,851.9411,397.0589,821.4506,439.5494,797.4957,480.5043,771.0,524.6495,742.0,566.0,641.0,566.0,613.3415,534.3415,587.6831,488.6831,564.0,443.6206,534.5377,399.5377,506.0,355.0719,478.8568,312.8568,443.4202,272.4202,409.3978,231.3978,372.8398,190.8398,334.5747,155.5747,296.1381,122.1381,252.5299,91.5299,209.2324,67.0,159.4054,51.4054,105.8388,55.1612,67.6448,82.3552,52.8858,131.1142,50.0,183.377,58.3687,235.3687,74.0,285.1805,88.4724,335.4724,105.0,384.913,120.0,434.9863,135.0,483.6455,156.1651,531.1651,180.0,574.1647,210.4821,611.4821,257.9481,625.9481,306.0,635.0,306.0,635.0,275.1386,680.1386,234.57,719.43,209.2706,770.2706,186.0,819.9146,165.1442,867.1442,193.0,911.2505,190.2604,959.2604,214.0,1006.7286,178.3305,1052.6695,132.9335,1095.0665,84.6579,1133.3421,54.0,1182.1874,101.3873,1189.6127,143.663,1145.337,181.9386,1101.0614,232.2735,1082.0,265.0,1128.0481,301.2888,1094.7112,350.2005,1113.2005,386.4944,1081.4944,409.7604,1045.7604,452.8794,1080.0,509.2198,1091.7802,544.0,1046.3998,562.0,989.14,580.0,931.8801,593.0,873.9634,610.9168,818.0832,633.0,767.0
1099993788,cutted_butterfly_white_bg_0_1099993788_0_default.jpg,Parides agavus,784.0,807.0,804.0231,853.9769,827.0,912.5203,853.2945,970.2945,883.878,1026.878,921.4112,1081.4112,965.0929,1129.0,1017.0,1117.9181,1033.9692,1180.9692,1082.7953,1168.2047,1130.0,1189.7783,1168.0,1198.3255,1212.4538,1170.4538,1261.5225,1211.5225,1309.541,1260.541,1360.3169,1300.3169,1409.0,1295.5846,1368.537,1247.537,1314.2967,1209.2967,1265.8138,1168.8138,1224.3308,1121.3308,1217.4034,1058.5966,1239.0,1003.3617,1242.2566,943.7434,1252.0,887.3978,1215.748,835.748,1216.0,770.5343,1167.6019,724.6019,1125.119,674.119,1102.0,636.0,1102.0,636.0,1157.8633,633.0,1211.7564,623.2436,1249.0,590.5939,1270.8682,543.1318,1291.3279,493.6721,1305.5449,442.4551,1318.9335,390.0665,1330.2008,336.7992,1347.0,286.6517,1364.8776,236.1224,1383.0,188.523,1390.0,133.4882,1372.0068,83.0068,1329.7187,53.7187,1274.5673,53.0,1223.4319,66.0,1176.1889,91.8111,1131.1226,122.8774,1093.5208,155.4792,1055.0,191.1146,1019.1455,231.8545,984.9579,275.0421,950.7703,318.2297,917.704,361.296,884.2235,404.7765,861.0,449.9198,837.2331,493.7669,814.0,542.0778,786.0,579.0,695.0,589.0,668.2547,546.2547,642.3378,500.3378,615.0067,455.0067,582.0,412.0266,550.3237,371.3237,514.9216,329.9216,478.1052,289.1052,439.5817,249.5817,401.0,213.8398,358.8988,179.8988,316.6312,152.0,274.9939,125.9939,227.3197,104.3197,177.0133,89.0,122.8466,89.0,73.46,106.54,53.0,154.1315,59.0,207.4698,76.4709,255.4709,98.1451,303.1451,118.5264,348.5264,137.0,397.5264,151.0,445.551,165.0,496.404,181.3031,546.3031,208.6342,591.6342,233.1935,638.0,279.7328,659.0,331.0,672.0,331.0,672.0,294.1826,717.8174,254.0,762.4836,251.0,824.1666,208.115,868.885,221.0455,923.0455,217.0,981.6052,237.1743,1032.1743,231.0291,1089.9709,191.3832,1136.6168,143.9089,1177.0911,99.7275,1221.2725,53.203,1263.797,89.8363,1269.1637,142.9245,1234.0,187.2996,1191.7004,234.9455,1149.0545,286.0,1163.8779,321.0,1166.1377,365.5277,1142.5277,412.3243,1168.6757,437.828,1112.172,485.6455,1132.6455,543.9066,1142.0934,589.0,1098.3903,611.1064,1039.8936,634.0,981.7229,657.0,924.4248,681.0,866.7124,705.0,815.0
